1,2,3,4,5,6,7,8
mammalian_REM2_codons.SA,mammalian_REM2_codons.SA,mammalian_REM2_codons.SA,mammalian_REM2_codons.SA,mammalian_REM2_codons.SA.FilterOutliers,mammalian_REM2_codons.SA.FilterOutliers,mammalian_REM2_codons.SA.FilterOutliers,mammalian_REM2_codons.SA.FilterOutliers
BUSTED,BUSTED+MH,BUSTEDS,BUSTEDS+MH,BUSTED,BUSTED+MH,BUSTEDS,BUSTEDS+MH
175,175,175,175,175,175,175,175
656,656,656,656,627,627,627,627
0.0,0.4709139898870564,0.0,0.4703152410983815,1.015854067532018e-14,0.006219731572616405,9.103828801926284e-15,0.01262288687330809
0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
True,False,True,False,True,True,True,False
53158.5829970642,53018.10088731529,53158.779209679,53018.10171764321,46345.41360893673,46342.44991317132,46345.1977106254,46344.42153659258
0.03706405694542819,0.06148845231279351,0.04178186337916327,0.05726811485115117,0.07883530191465103,0.07845293054448177,0.0778070503003763,0.1205852134638213
0.8785192395679486,0.5684398894222642,0.8867855884505349,0.122868311771324,0.8941250330916328,0.8615466944833221,0.8918851236751687,0.9933739870258581
1.0,0.09435576758906107,1.0,0.07215923357068714,0.5756763565965675,0.4500559263124458,0.5768919525352868,1.0
0.1176654756746579,0.3627879871282663,0.1088409403512729,0.7977048132112093,0.1052807011278782,0.1379762585586143,0.1075503738088231,0.005928502293400546
45.5801872561711,1.216723154047895,38.45304497265218,1.101235000047549,173.3191236226325,99.4945543130934,196.8985592168631,48.87740886791199
0.003815284757393472,0.06877212344946951,0.004373471198192249,0.07942687501746672,0.000594265780488966,0.0004770469580636362,0.0005645025160082346,0.0006975106807413471
,,0.4445013850203849,0.4854219981186573,,,0.4978947376614874,0.499453324667992
,,0.4409447824898033,0.4846936628503427,,,0.5520267575582631,0.5508499128657631
,,1.102265794666782,1.173860595763572,,,1.340823177644006,1.335909358043514
,,0.4297492776246945,0.4015948843968688,,,0.3776595345159393,0.3794578603766473
,,2.554418650448586,2.57935868683053,,,3.111400773474533,3.127391433823758
,,0.1293059398855022,0.1137114527527885,,,0.07031370792579764,0.0696922267575896
,,,,,,,
,0.1572084465685608,,0.1590881707685948,,0.02146198282017952,,0.03223415405438891
,1.268598238662937,,1.272576459530427,,0.1274524644477979,,0.1442702206979976
0.4706146776374474,0.4706146776374474,0.4706146776374474,0.4706146776374474,0.005896926861554231,0.005896926861554231,0.005896926861554231,0.005896926861554231
